severity,candidate_index,candidate_id,lipid_name,fragment_nonzero_count,protected_fragment_channel,requested_dropout_rate,dropped_fragment_count,dropped_fragment_channels,achieved_dropout_rate,parent_multiplier,fragment_log_sigma,full_cosine_A_target_vs_A_solver,fragment_cosine_A_target_vs_A_solver,parent_cosine_A_target_vs_A_solver,source_column_l2,target_column_l2,latent_provenance,pre_dropout_log_distortion_sha256
MILD,199,PE-H__0482,PE 17:1_20:1,61,156,0.05,5,"[101, 157, 160, 381, 496]",0.08196721311475409,0.9485252211433941,0.1,0.9977116708314502,0.997585577345962,0.9999999999999999,1.0000001192092896,1.0,"{""seeds"": {""fragment_dropout"": 139723515298321279, ""fragment_intensity"": 1728457561195186373, ""parent"": 10283947393148624407}, ""u_sha256"": ""15239a2cb5bbee893ee3ad46009663b9e9a1fed8f2301831e70bd6a3e3904c38"", ""v"": -0.5147477885660587, ""z_sha256"": ""74429699d71c4b0dfbcec3ea34435d8b69ba920069e36639f1c9aed435c2ead8""}",a7dbb2108a45a5b3e3e2a15470d17e97c977cd81f87ecf9a4008dbb44d6a4a1c
MODERATE,199,PE-H__0482,PE 17:1_20:1,61,156,0.1,11,"[101, 157, 158, 160, 163, 165, 324, 381, 384, 483, 496]",0.18032786885245902,0.8970504422867882,0.2,0.9780490159528764,0.9768091883561805,0.9999999999999999,1.0000001192092896,1.0,"{""seeds"": {""fragment_dropout"": 139723515298321279, ""fragment_intensity"": 1728457561195186373, ""parent"": 10283947393148624407}, ""u_sha256"": ""15239a2cb5bbee893ee3ad46009663b9e9a1fed8f2301831e70bd6a3e3904c38"", ""v"": -0.5147477885660587, ""z_sha256"": ""74429699d71c4b0dfbcec3ea34435d8b69ba920069e36639f1c9aed435c2ead8""}",da065cb8c8a6c083f820babf2ac51863123049501a5c11f45498cf95b227573d
MILD,200,PE-H__0483,PE 17:1_20:2,60,152,0.05,4,"[156, 332, 477, 478]",0.06666666666666667,1.0309085036016,0.1,0.9979735754088267,0.9981594228712114,1.0,0.9999997615814209,1.0,"{""seeds"": {""fragment_dropout"": 16767415224640149047, ""fragment_intensity"": 2343158469727436341, ""parent"": 16109921823190121956}, ""u_sha256"": ""7e00eeb3db5da8ad4b33461f29b6b1183d8f50f6e0b328b8528ee20623919e01"", ""v"": 0.30908503601599935, ""z_sha256"": ""02ea9b9e4f673ea90c82d309bbae72210a61c95a3868586ee8a45899ba849197""}",2116bb4664bab871903e2ca7ba33d1e30b8d638455407d22ff33bd6e770e5a6a
MODERATE,200,PE-H__0483,PE 17:1_20:2,60,152,0.1,5,"[95, 156, 332, 477, 478]",0.08333333333333333,1.0618170072031998,0.2,0.9361257486970446,0.9351828169978602,0.9999999999999999,0.9999997615814209,1.0,"{""seeds"": {""fragment_dropout"": 16767415224640149047, ""fragment_intensity"": 2343158469727436341, ""parent"": 16109921823190121956}, ""u_sha256"": ""7e00eeb3db5da8ad4b33461f29b6b1183d8f50f6e0b328b8528ee20623919e01"", ""v"": 0.30908503601599935, ""z_sha256"": ""02ea9b9e4f673ea90c82d309bbae72210a61c95a3868586ee8a45899ba849197""}",0995109c62e9ba39948399f7d048cccceccc5670da85c3ab45621fd88eec11d3
MILD,201,PE-H__0484,PE 17:1_20:3,60,148,0.05,6,"[150, 155, 335, 337, 390, 478]",0.1,0.9386242668623452,0.1,0.9782569150074788,0.9779012680632009,0.9999999999999993,1.0,1.0,"{""seeds"": {""fragment_dropout"": 14942112098710817886, ""fragment_intensity"": 3235258728554249357, ""parent"": 6259980412422564636}, ""u_sha256"": ""98da58f8a9858e400c334d29e0d8882f82c6ba576d6bf198878522a16710df42"", ""v"": -0.6137573313765476, ""z_sha256"": ""6aa4bafb2419bf47ea7e2224e6e36308e8fd6bd6b329edaa3b3d50d363f797d0""}",db17e43164ff318a855171bb084e6c36eb4b5e92f0507b2e03b5f0a8e8d08877
MODERATE,201,PE-H__0484,PE 17:1_20:3,60,148,0.1,8,"[150, 154, 155, 333, 335, 337, 390, 478]",0.13333333333333333,0.8772485337246905,0.2,0.972189054467647,0.9717710099164106,0.9999999999999998,1.0,1.0,"{""seeds"": {""fragment_dropout"": 14942112098710817886, ""fragment_intensity"": 3235258728554249357, ""parent"": 6259980412422564636}, ""u_sha256"": ""98da58f8a9858e400c334d29e0d8882f82c6ba576d6bf198878522a16710df42"", ""v"": -0.6137573313765476, ""z_sha256"": ""6aa4bafb2419bf47ea7e2224e6e36308e8fd6bd6b329edaa3b3d50d363f797d0""}",a8516660805c2bfe0964a66a8fcaed70c79e99a5574d2811cc3bea071c49cf75
MILD,202,PE-H__0485,PE 17:1_20:4,74,144,0.05,2,"[88, 330]",0.02702702702702703,1.0749430223617953,0.1,0.9983824866451331,0.9984251101569238,1.0,1.0,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 11720016947184542937, ""fragment_intensity"": 10821944574190035032, ""parent"": 17845995370203268798}, ""u_sha256"": ""4a4bc8bda4540ae8a63472b3424320de8a2b6e7d8b54bbcda997c31c43b53778"", ""v"": 0.7494302236179522, ""z_sha256"": ""6961ac8be257940fe1ad55e98f170fa95be0364a02d16caeb633466fd54ff92b""}",d4b3aed12cffe573453f0e1cb70fc213c61c350b0d8c9f8553dd7aa4cfac46b2
MODERATE,202,PE-H__0485,PE 17:1_20:4,74,144,0.1,4,"[88, 149, 330, 461]",0.05405405405405406,1.1498860447235904,0.2,0.9940631819180374,0.9942306917231157,0.9999999999999999,1.0,1.0,"{""seeds"": {""fragment_dropout"": 11720016947184542937, ""fragment_intensity"": 10821944574190035032, ""parent"": 17845995370203268798}, ""u_sha256"": ""4a4bc8bda4540ae8a63472b3424320de8a2b6e7d8b54bbcda997c31c43b53778"", ""v"": 0.7494302236179522, ""z_sha256"": ""6961ac8be257940fe1ad55e98f170fa95be0364a02d16caeb633466fd54ff92b""}",0b1c1bc0110d1f77b2a3f8c7fd2aa5ef65eaa32bb5b1d6f34793a337de8634fe
MILD,203,PE-H__0488,PE 17:1_22:1,55,95,0.05,1,[660],0.01818181818181818,1.0237760017134034,0.1,0.9958533263945183,0.9957652908436739,1.0,1.0,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 799489959621486357, ""fragment_intensity"": 14768011527023957016, ""parent"": 11987450546156824891}, ""u_sha256"": ""af3e7ddec244d7f666c5d78354d9a68610c64a740f0676b722eb57a8c7237e11"", ""v"": 0.2377600171340346, ""z_sha256"": ""f2e65e86c26c29793be476b3724796ab0bf30cbbf6438f39a418bcd5312972e8""}",5b95e4074223adfd1900e13bd9d19658dd7c26d37d7b329835a9b4607028ce78
MODERATE,203,PE-H__0488,PE 17:1_22:1,55,95,0.1,2,"[104, 660]",0.03636363636363636,1.0475520034268069,0.2,0.9839745567683512,0.9835874120000877,0.9999999999999999,1.0,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 799489959621486357, ""fragment_intensity"": 14768011527023957016, ""parent"": 11987450546156824891}, ""u_sha256"": ""af3e7ddec244d7f666c5d78354d9a68610c64a740f0676b722eb57a8c7237e11"", ""v"": 0.2377600171340346, ""z_sha256"": ""f2e65e86c26c29793be476b3724796ab0bf30cbbf6438f39a418bcd5312972e8""}",d7e3b8e281c76d2018047ea5fb098a9365be89eb36255dc9f9bef3e584ff7b4c
MILD,204,PE-H__0490,PE 17:1_22:3,58,182,0.05,1,[336],0.017241379310344827,0.9842677159552213,0.1,0.9997516492460291,0.9997516571855092,0.9999999999999983,1.0,1.0,"{""seeds"": {""fragment_dropout"": 1574370294614057129, ""fragment_intensity"": 11177821912866485361, ""parent"": 10136467051694466378}, ""u_sha256"": ""0feeb46088d20c3feb0912e361e438576a1907838e6024c985c60d436e1c4d42"", ""v"": -0.15732284044778622, ""z_sha256"": ""05c20a527db3e6074ff30791146f8389aab55b5fcb0a4ee6456510f0106c4fff""}",b9f72d1080a2382dd18b2c44eaf72c8ed7c13bbf745bd0529efa287b37f9fa5d
MODERATE,204,PE-H__0490,PE 17:1_22:3,58,182,0.1,10,"[98, 332, 335, 336, 337, 385, 389, 390, 394, 650]",0.1724137931034483,0.9685354319104428,0.2,0.9980129420537983,0.9980129692372025,1.0,1.0,1.0,"{""seeds"": {""fragment_dropout"": 1574370294614057129, ""fragment_intensity"": 11177821912866485361, ""parent"": 10136467051694466378}, ""u_sha256"": ""0feeb46088d20c3feb0912e361e438576a1907838e6024c985c60d436e1c4d42"", ""v"": -0.15732284044778622, ""z_sha256"": ""05c20a527db3e6074ff30791146f8389aab55b5fcb0a4ee6456510f0106c4fff""}",865f0d3b1f35b63b0a1de22fd55d721e70748e238e2b0d1287adbb9deb2b86a9
MILD,205,PE-H__0491,PE 17:1_22:4,65,179,0.05,2,"[376, 630]",0.03076923076923077,0.9556761264062149,0.1,0.9949234563309914,0.9949241009265276,0.9999999999999999,1.0,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 12965629433534007366, ""fragment_intensity"": 1423260943932401144, ""parent"": 7089298041474048832}, ""u_sha256"": ""ec592dafe71f66eac49ae80eb38349df09394912f66340cf535c34689f86ee8a"", ""v"": -0.4432387359378507, ""z_sha256"": ""957b4ec311c9079a66d8c278794cb161c794c68701b4b5983c534bf8bbf5bbba""}",734fdea0b2409e718a99c2f1c68eda60ef1080acedfcad2dd3789aaae8c1d2e3
MODERATE,205,PE-H__0491,PE 17:1_22:4,65,179,0.1,6,"[141, 180, 376, 582, 630, 642]",0.09230769230769231,0.9113522528124298,0.2,0.9678559922918892,0.9678577320912091,0.9999999999999997,1.0,0.9999998807907104,"{""seeds"": {""fragment_dropout"": 12965629433534007366, ""fragment_intensity"": 1423260943932401144, ""parent"": 7089298041474048832}, ""u_sha256"": ""ec592dafe71f66eac49ae80eb38349df09394912f66340cf535c34689f86ee8a"", ""v"": -0.4432387359378507, ""z_sha256"": ""957b4ec311c9079a66d8c278794cb161c794c68701b4b5983c534bf8bbf5bbba""}",8821c6e2b22d49daec0f7eb1af8dd624d9680eaf08aebaf60ee73185f045e53a
MILD,206,PE-H__0492,PE 17:1_22:5,63,176,0.05,4,"[104, 379, 380, 625]",0.06349206349206349,1.032132559656009,0.1,0.9983189760021465,0.9983169484024138,0.9999999999999997,1.0000001192092896,1.0000001192092896,"{""seeds"": {""fragment_dropout"": 11533019003756447202, ""fragment_intensity"": 4454737471062238295, ""parent"": 11317867360963932237}, ""u_sha256"": ""b6b83ea1d7649433385024bd0dc308474c9da49e8e1f04ff0fc34bc698164704"", ""v"": 0.3213255965600883, ""z_sha256"": ""40783fbafe2bbdc474e3cb8dd80559464b25ea85369c439c7271fb3a7e7488f0""}",9817ecf3a06456253dd166f2cfd3adeb2a1b053a3d8b78db572f7c5220e9a362
MODERATE,206,PE-H__0492,PE 17:1_22:5,63,176,0.1,10,"[103, 104, 106, 136, 379, 380, 625, 629, 636, 637]",0.15873015873015872,1.0642651193120176,0.2,0.9942554206242149,0.9942482351695424,0.9999999999999993,1.0000001192092896,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 11533019003756447202, ""fragment_intensity"": 4454737471062238295, ""parent"": 11317867360963932237}, ""u_sha256"": ""b6b83ea1d7649433385024bd0dc308474c9da49e8e1f04ff0fc34bc698164704"", ""v"": 0.3213255965600883, ""z_sha256"": ""40783fbafe2bbdc474e3cb8dd80559464b25ea85369c439c7271fb3a7e7488f0""}",a0f8268948b7de76bc037365deff727d93c830973e4cfbecbabcc6eb62a29495
MILD,207,PE-H__0493,PE 17:1_22:6,63,174,0.05,7,"[178, 325, 329, 380, 622, 625, 627]",0.1111111111111111,1.0217575408926296,0.1,0.9978701730701628,0.9979097341521269,1.0,1.0,1.0,"{""seeds"": {""fragment_dropout"": 8580628025366343395, ""fragment_intensity"": 7969742479540794519, ""parent"": 9257543950789172562}, ""u_sha256"": ""68b64545c5d4ebddc3a9a34c8a570914eb4a8bce32924afa9f5f17e8ad61b690"", ""v"": 0.2175754089262958, ""z_sha256"": ""4baa97a0df409f7a865a1ab2c5a60185a757ef214abc1d29ff2d5525490c93ac""}",6c17708482ec1bfceb5e213f2fd277b8c5b1fe1e6ab872008c353f3638cd6676
MODERATE,207,PE-H__0493,PE 17:1_22:6,63,174,0.1,13,"[100, 134, 178, 325, 326, 329, 380, 393, 394, 617, 622, 625, 627]",0.20634920634920634,1.0435150817852592,0.2,0.9943359382576847,0.9945171612760634,1.0,1.0,1.0,"{""seeds"": {""fragment_dropout"": 8580628025366343395, ""fragment_intensity"": 7969742479540794519, ""parent"": 9257543950789172562}, ""u_sha256"": ""68b64545c5d4ebddc3a9a34c8a570914eb4a8bce32924afa9f5f17e8ad61b690"", ""v"": 0.2175754089262958, ""z_sha256"": ""4baa97a0df409f7a865a1ab2c5a60185a757ef214abc1d29ff2d5525490c93ac""}",1efe12d83e0ccad6193972344f2144379d3b626b76e3b995656610a816961578
MILD,208,PEO-H__0072,PE O-16:0_22:1,20,188,0.05,0,[],0.0,0.9835932849669795,0.1,0.9985232938642533,0.9987162438014505,1.0,1.0,1.0000001192092896,"{""seeds"": {""fragment_dropout"": 12810063239941989918, ""fragment_intensity"": 10659595894084072757, ""parent"": 8152551736315172239}, ""u_sha256"": ""e253113c3fb5f92afe2f9ea29e52e81e7b586618ae9352d15f91d1b2cadc661f"", ""v"": -0.16406715033020514, ""z_sha256"": ""d6bed50b0f634e05fa79234fe1ff8775baa290edf31a5830b98ba2da3387c987""}",70b38f09fa2d8355b481e97d48285c69615a62e3a7332b7b3f2b933d7967bd18
MODERATE,208,PEO-H__0072,PE O-16:0_22:1,20,188,0.1,0,[],0.0,0.967186569933959,0.2,0.994881431979544,0.9955360997212606,1.0,1.0,1.0,"{""seeds"": {""fragment_dropout"": 12810063239941989918, ""fragment_intensity"": 10659595894084072757, ""parent"": 8152551736315172239}, ""u_sha256"": ""e253113c3fb5f92afe2f9ea29e52e81e7b586618ae9352d15f91d1b2cadc661f"", ""v"": -0.16406715033020514, ""z_sha256"": ""d6bed50b0f634e05fa79234fe1ff8775baa290edf31a5830b98ba2da3387c987""}",e38d174a4e0b7c574b7ba1eeb61e0ca8cf1f1851231e44d4cfba7a0f053515a0
MILD,209,PEO-H__0073,PE O-16:0_22:2,21,185,0.05,4,"[189, 262, 301, 311]",0.19047619047619047,0.9676398064676501,0.1,0.99726843863922,0.9972582112241164,0.9999999999999998,0.9999999403953552,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 9833801698749723, ""fragment_intensity"": 2633585421174295203, ""parent"": 1868245266555536677}, ""u_sha256"": ""b2cd061e32264e060f4396465c1c067c7d858e1620814e9cbff434d7c9411218"", ""v"": -0.3236019353234989, ""z_sha256"": ""a3e1d78520229c03793a2af2fc0e78813931ae5bda0bf6513fc6e151d11e5a84""}",803ffa334f08fbe319eb52766287b08faec725ca7d446d817a7256eab0b774c1
MODERATE,209,PEO-H__0073,PE O-16:0_22:2,21,185,0.1,4,"[189, 262, 301, 311]",0.19047619047619047,0.9352796129353003,0.2,0.9913871133191331,0.9913552377461718,0.9999999999999992,0.9999999403953552,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 9833801698749723, ""fragment_intensity"": 2633585421174295203, ""parent"": 1868245266555536677}, ""u_sha256"": ""b2cd061e32264e060f4396465c1c067c7d858e1620814e9cbff434d7c9411218"", ""v"": -0.3236019353234989, ""z_sha256"": ""a3e1d78520229c03793a2af2fc0e78813931ae5bda0bf6513fc6e151d11e5a84""}",e28a422f7eeb5ad6ea71d8f5d4dc81b2d2eadd436ac3564b3cc68757e58e4cca
MILD,210,PEO-H__0074,PE O-16:0_22:3,21,182,0.05,0,[],0.0,0.9556018286847553,0.1,0.9999406314915357,0.9999463875580005,0.9999999999999999,1.0,1.0,"{""seeds"": {""fragment_dropout"": 12035035381503654146, ""fragment_intensity"": 7644757561778917429, ""parent"": 18303321520823306587}, ""u_sha256"": ""f07cdf03ee639e59c073d377b9ce76746ea81a1533f08ba9c5781e58c1185072"", ""v"": -0.4439817131524473, ""z_sha256"": ""d87c3b9889efcfd847c3ee9377e603d62151b0305d2a5bf7dc5b5cbfb33a568f""}",25310314ea99166237db46637bf05e0a55088ea1e6ae7ed9d94cccaa9cce7ad7
MODERATE,210,PEO-H__0074,PE O-16:0_22:3,21,182,0.1,1,[269],0.047619047619047616,0.9112036573695106,0.2,0.9997487375879882,0.9997721073543555,1.0,1.0,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 12035035381503654146, ""fragment_intensity"": 7644757561778917429, ""parent"": 18303321520823306587}, ""u_sha256"": ""f07cdf03ee639e59c073d377b9ce76746ea81a1533f08ba9c5781e58c1185072"", ""v"": -0.4439817131524473, ""z_sha256"": ""d87c3b9889efcfd847c3ee9377e603d62151b0305d2a5bf7dc5b5cbfb33a568f""}",a56500d99f947148766b94e486e7089d329b5c46df5929c49e6e9149e499e83b
MILD,211,PEO-H__0075,PE O-16:0_22:4,28,179,0.05,0,[],0.0,1.0816688186409635,0.1,0.9995939596525252,0.9995815989528666,0.9999999999999999,1.0000001192092896,1.0,"{""seeds"": {""fragment_dropout"": 6372671878985771786, ""fragment_intensity"": 3803144207280631673, ""parent"": 4346456056524065410}, ""u_sha256"": ""766d603237648ad19e1b67a079e41932c69064a30918feb81ce3ea3714db2e31"", ""v"": 0.8166881864096356, ""z_sha256"": ""602f43d86180ddf16fbc097f27fb54f998aef2b5bf286138d2ec369daf8e5861""}",38ae61ecc8d248ff4ab479fc16f775ffcba4e5551352c503fdc623c5c70b20af
MODERATE,211,PEO-H__0075,PE O-16:0_22:4,28,179,0.1,0,[],0.0,1.163337637281927,0.2,0.9985646541901398,0.9985214374168878,0.9999999999999998,1.0000001192092896,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 6372671878985771786, ""fragment_intensity"": 3803144207280631673, ""parent"": 4346456056524065410}, ""u_sha256"": ""766d603237648ad19e1b67a079e41932c69064a30918feb81ce3ea3714db2e31"", ""v"": 0.8166881864096356, ""z_sha256"": ""602f43d86180ddf16fbc097f27fb54f998aef2b5bf286138d2ec369daf8e5861""}",3b91b52bcccb0a50615e490f4a0a3bd8124a8907e8b53584971be4a084b8db78
MILD,212,PEO-H__0076,PE O-16:0_22:5,29,176,0.05,0,[],0.0,1.094358710260427,0.1,0.9996160564499207,0.9997035098382503,1.0,1.0,1.0,"{""seeds"": {""fragment_dropout"": 13301059401270401743, ""fragment_intensity"": 18245339357675557068, ""parent"": 6479738908871448873}, ""u_sha256"": ""f7b65a1ce053aca86aef85aa2b73cbf4333fce031b8b8ea315fce99e66ee6728"", ""v"": 0.9435871026042704, ""z_sha256"": ""e8d6f5949a6486a85dd5ef57b05ce152a022375a66c6269684ddf2b93f7abaf6""}",f7496a54562de3150ebd714777e33afa9910dc4fa07fb8d82622ec40600b204e
MODERATE,212,PEO-H__0076,PE O-16:0_22:5,29,176,0.1,0,[],0.0,1.1887174205208542,0.2,0.9985426331672517,0.9989663177261433,0.9999999999999996,1.0,1.0,"{""seeds"": {""fragment_dropout"": 13301059401270401743, ""fragment_intensity"": 18245339357675557068, ""parent"": 6479738908871448873}, ""u_sha256"": ""f7b65a1ce053aca86aef85aa2b73cbf4333fce031b8b8ea315fce99e66ee6728"", ""v"": 0.9435871026042704, ""z_sha256"": ""e8d6f5949a6486a85dd5ef57b05ce152a022375a66c6269684ddf2b93f7abaf6""}",dadfa730e37eb8ef7b24f0e2b7c80a406d1310f4ebc495eb5821200fcc6fbc45
MILD,213,PEO-H__0077,PE O-16:0_22:6,32,174,0.05,0,[],0.0,0.9048831374707915,0.1,0.9977252594340903,0.9981435787492906,0.9999999999999999,1.0,1.0,"{""seeds"": {""fragment_dropout"": 11471728136492224176, ""fragment_intensity"": 5281772995280960736, ""parent"": 8839216308755325837}, ""u_sha256"": ""86ad4ead59723937ad5f1853eba44e6a88dbd161a63f7820f793e406c1b63a7d"", ""v"": -0.9511686252920852, ""z_sha256"": ""c222d9f25b1a1fbac098405fef187be9fac34e62f4963c817f34073faa282b1a""}",a01914a683f3dfc6ee5897877ffa3f0766922727328925a0211727c8cd9d5536
MODERATE,213,PEO-H__0077,PE O-16:0_22:6,32,174,0.1,0,[],0.0,0.8097662749415829,0.2,0.9901448796848971,0.992259832622661,1.0,1.0,1.0,"{""seeds"": {""fragment_dropout"": 11471728136492224176, ""fragment_intensity"": 5281772995280960736, ""parent"": 8839216308755325837}, ""u_sha256"": ""86ad4ead59723937ad5f1853eba44e6a88dbd161a63f7820f793e406c1b63a7d"", ""v"": -0.9511686252920852, ""z_sha256"": ""c222d9f25b1a1fbac098405fef187be9fac34e62f4963c817f34073faa282b1a""}",3dc0653862526e50fbb4467551d14e608395913e2c17e552d7f833fd4880e468
MILD,214,PEO-H__0099,PE O-16:1_22:0,28,191,0.05,3,"[192, 261, 262]",0.10714285714285714,1.0794814877360706,0.1,0.9703378688980785,0.971303239665518,1.0,1.0000001192092896,1.0,"{""seeds"": {""fragment_dropout"": 3375523176338144805, ""fragment_intensity"": 16036773429074350839, ""parent"": 4146837221057784479}, ""u_sha256"": ""6e77e9bd4768552b22dc13015951a1404b248e40b1fe50d4b7f71d052f4deed9"", ""v"": 0.7948148773607058, ""z_sha256"": ""45e7d866ca7995913314f42def4ad5a01cbc33f52a1569238ebc5746a3b5f14e""}",6bd5799e2326f1e8404759ca1b0f14e05ec5e58a876f87506a671f4f501f94f0
MODERATE,214,PEO-H__0099,PE O-16:1_22:0,28,191,0.1,5,"[192, 261, 262, 268, 269]",0.17857142857142858,1.158962975472141,0.2,0.9487741007125974,0.9680473217191568,1.0,1.0000001192092896,1.0,"{""seeds"": {""fragment_dropout"": 3375523176338144805, ""fragment_intensity"": 16036773429074350839, ""parent"": 4146837221057784479}, ""u_sha256"": ""6e77e9bd4768552b22dc13015951a1404b248e40b1fe50d4b7f71d052f4deed9"", ""v"": 0.7948148773607058, ""z_sha256"": ""45e7d866ca7995913314f42def4ad5a01cbc33f52a1569238ebc5746a3b5f14e""}",e42cfd30ceaaa3fb8960e0ce4c1b745925389a6631b614bd833dfbf06efd4e82
MILD,215,PEO-H__0100,PE O-16:1_22:1,29,188,0.05,1,[294],0.034482758620689655,0.9131421781949102,0.1,0.9976486250388085,0.9991388489298492,1.0,1.0000001192092896,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 1883814827173228658, ""fragment_intensity"": 7500751356159435036, ""parent"": 11678552940063364392}, ""u_sha256"": ""09f5ea2fe084818eea1a21da16bdaa42f632a17c66ed0acc756166fb4e5bdec6"", ""v"": -0.8685782180508981, ""z_sha256"": ""729827dc6076ba8c7b1f82ab165e57096a949b3ea30dcd73e2e8601de63d2cd0""}",f824b19a73e17086f6026018feb6fab915ce9d758ad8bf5aa8b1aa1088716c69
MODERATE,215,PEO-H__0100,PE O-16:1_22:1,29,188,0.1,1,[294],0.034482758620689655,0.8262843563898203,0.2,0.9932832103975928,0.9987145187926022,1.0,1.0000001192092896,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 1883814827173228658, ""fragment_intensity"": 7500751356159435036, ""parent"": 11678552940063364392}, ""u_sha256"": ""09f5ea2fe084818eea1a21da16bdaa42f632a17c66ed0acc756166fb4e5bdec6"", ""v"": -0.8685782180508981, ""z_sha256"": ""729827dc6076ba8c7b1f82ab165e57096a949b3ea30dcd73e2e8601de63d2cd0""}",b218d243d09589b730c8c8f3e660fa27849585fad34d9525dc2bf2d4d40e50fa
MILD,216,PEO-H__0101,PE O-16:1_22:2,30,185,0.05,2,"[257, 258]",0.06666666666666667,1.095065542521908,0.1,0.9968336801608185,0.9969938120706194,0.9999999999999998,1.0000001192092896,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 1878315783486215172, ""fragment_intensity"": 14872863363622861707, ""parent"": 6190244385225090881}, ""u_sha256"": ""a458140b50ae1ac76a909d0cc6f0774b2b893cf27c10956987e76f42a39d254f"", ""v"": 0.9506554252190809, ""z_sha256"": ""9a0327369a631a7f14257454d9b35ff3b764a06e95078c07788068b4fc6fa334""}",c8123e205b8e62a188b2ff84e4aa57c88ac0e1e95563ca68cfa731147b77064e
MODERATE,216,PEO-H__0101,PE O-16:1_22:2,30,185,0.1,3,"[257, 258, 264]",0.1,1.1901310850438163,0.2,0.9936813136939163,0.9944740841443934,0.9999999999999996,1.0000001192092896,1.0,"{""seeds"": {""fragment_dropout"": 1878315783486215172, ""fragment_intensity"": 14872863363622861707, ""parent"": 6190244385225090881}, ""u_sha256"": ""a458140b50ae1ac76a909d0cc6f0774b2b893cf27c10956987e76f42a39d254f"", ""v"": 0.9506554252190809, ""z_sha256"": ""9a0327369a631a7f14257454d9b35ff3b764a06e95078c07788068b4fc6fa334""}",c8b3657d1464e24b554e968b3542e570c9902b7fbf760edb2f6a5df3f4a8a623
MILD,217,PEO-H__0102,PE O-16:1_22:3,30,182,0.05,3,"[257, 258, 263]",0.1,1.0600681208056824,0.1,0.9983119861066209,0.998312111950251,1.0,1.0,1.0,"{""seeds"": {""fragment_dropout"": 1357009191942366782, ""fragment_intensity"": 698029369104754413, ""parent"": 9985299090546261199}, ""u_sha256"": ""5a69e6c7eb29c938bff5811193c08eea11089f6b69c26e96af25e35c1de29163"", ""v"": 0.6006812080568233, ""z_sha256"": ""36dbb8f90fccaa3e9cf4bd82e931d2f731fd8139db84ba0b78617ace10b3f803""}",588e15898fd48236f63feba77cc29faf6e88dfcbdcebc57511551cb68c5517b9
MODERATE,217,PEO-H__0102,PE O-16:1_22:3,30,182,0.1,5,"[185, 187, 257, 258, 263]",0.16666666666666666,1.1201362416113647,0.2,0.996518567702111,0.9965192544319917,0.9999999999999999,1.0,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 1357009191942366782, ""fragment_intensity"": 698029369104754413, ""parent"": 9985299090546261199}, ""u_sha256"": ""5a69e6c7eb29c938bff5811193c08eea11089f6b69c26e96af25e35c1de29163"", ""v"": 0.6006812080568233, ""z_sha256"": ""36dbb8f90fccaa3e9cf4bd82e931d2f731fd8139db84ba0b78617ace10b3f803""}",1726ef28061fd141cd6c68d675d5ee8e7fc8325ccf0930a66e5361d6b88dbcc7
MILD,218,PEO-H__0103,PE O-16:1_22:4,37,179,0.05,5,"[185, 269, 293, 305, 306]",0.13513513513513514,0.9012221487509107,0.1,0.9997278852846601,0.9997278938714977,1.0,1.0,1.0,"{""seeds"": {""fragment_dropout"": 17377486818475989168, ""fragment_intensity"": 9137988996015383975, ""parent"": 2850602119115050550}, ""u_sha256"": ""d06313cf782b3d83a13f9190cceb423ee30e9a67ab87e49115684829b34ef130"", ""v"": -0.9877785124908938, ""z_sha256"": ""3e6cc627cdcc84c2dfb064bb028ac80f3e416779660f3135bd56997c8101f80d""}",08f9ac39d835610c7ddd157f1a77f24824745ee0498f7133e97d81ec89560c1b
MODERATE,218,PEO-H__0103,PE O-16:1_22:4,37,179,0.1,7,"[141, 185, 263, 269, 293, 305, 306]",0.1891891891891892,0.8024442975018212,0.2,0.9988927354576931,0.9988927714652888,0.9999999999999993,1.0,1.0,"{""seeds"": {""fragment_dropout"": 17377486818475989168, ""fragment_intensity"": 9137988996015383975, ""parent"": 2850602119115050550}, ""u_sha256"": ""d06313cf782b3d83a13f9190cceb423ee30e9a67ab87e49115684829b34ef130"", ""v"": -0.9877785124908938, ""z_sha256"": ""3e6cc627cdcc84c2dfb064bb028ac80f3e416779660f3135bd56997c8101f80d""}",23519e6f292468fd9ea4cec9edd1786299635db13123d70b03936ddf317d954b
